Year,Region,value,Variable_French,Case,Unit
2007,Alberta,104.4371726,C5+,Prix Bas,Mille barils par jour
2008,Alberta,100.3046386,C5+,Prix Bas,Mille barils par jour
2009,Alberta,94.01692756,C5+,Prix Bas,Mille barils par jour
2010,Alberta,88.69298395,C5+,Prix Bas,Mille barils par jour
2011,Alberta,81.95851527,C5+,Prix Bas,Mille barils par jour
2012,Alberta,76.03440623,C5+,Prix Bas,Mille barils par jour
2013,Alberta,77.26928415,C5+,Prix Bas,Mille barils par jour
2014,Alberta,79.77351494,C5+,Prix Bas,Mille barils par jour
2015,Alberta,78.1906976,C5+,Prix Bas,Mille barils par jour
2016,Alberta,75.40351229,C5+,Prix Bas,Mille barils par jour
2017,Alberta,78.99873525,C5+,Prix Bas,Mille barils par jour
2018,Alberta,82.98804454,C5+,Prix Bas,Mille barils par jour
2019,Alberta,81.36639127,C5+,Prix Bas,Mille barils par jour
2020,Alberta,77.98507295,C5+,Prix Bas,Mille barils par jour
2021,Alberta,74.57274968,C5+,Prix Bas,Mille barils par jour
2022,Alberta,71.33778012,C5+,Prix Bas,Mille barils par jour
2023,Alberta,68.43047501,C5+,Prix Bas,Mille barils par jour
2024,Alberta,65.9362412,C5+,Prix Bas,Mille barils par jour
2025,Alberta,63.70300195,C5+,Prix Bas,Mille barils par jour
2026,Alberta,61.69154833,C5+,Prix Bas,Mille barils par jour
2027,Alberta,59.71752365,C5+,Prix Bas,Mille barils par jour
2028,Alberta,57.69837204,C5+,Prix Bas,Mille barils par jour
2029,Alberta,55.73966933,C5+,Prix Bas,Mille barils par jour
2030,Alberta,54.12259305,C5+,Prix Bas,Mille barils par jour
2031,Alberta,52.87662014,C5+,Prix Bas,Mille barils par jour
2032,Alberta,51.773741,C5+,Prix Bas,Mille barils par jour
2033,Alberta,50.80586162,C5+,Prix Bas,Mille barils par jour
2034,Alberta,50.05933088,C5+,Prix Bas,Mille barils par jour
2035,Alberta,49.389223,C5+,Prix Bas,Mille barils par jour
2036,Alberta,48.58328436,C5+,Prix Bas,Mille barils par jour
2037,Alberta,47.81036766,C5+,Prix Bas,Mille barils par jour
2038,Alberta,47.26164958,C5+,Prix Bas,Mille barils par jour
2039,Alberta,46.88140122,C5+,Prix Bas,Mille barils par jour
2040,Alberta,46.60335568,C5+,Prix Bas,Mille barils par jour
2005,Alberta,40.14923563,Condensat de puits,Prix Bas,Mille barils par jour
2006,Alberta,41.95950248,Condensat de puits,Prix Bas,Mille barils par jour
2007,Alberta,42.39258067,Condensat de puits,Prix Bas,Mille barils par jour
2008,Alberta,40.71512447,Condensat de puits,Prix Bas,Mille barils par jour
2009,Alberta,38.16285032,Condensat de puits,Prix Bas,Mille barils par jour
2010,Alberta,36.0017835,Condensat de puits,Prix Bas,Mille barils par jour
2011,Alberta,37.77740952,Condensat de puits,Prix Bas,Mille barils par jour
2012,Alberta,40.38297714,Condensat de puits,Prix Bas,Mille barils par jour
2013,Alberta,48.1385471,Condensat de puits,Prix Bas,Mille barils par jour
2014,Alberta,72.2986415,Condensat de puits,Prix Bas,Mille barils par jour
2015,Alberta,105.347088,Condensat de puits,Prix Bas,Mille barils par jour
2016,Alberta,145.8820319,Condensat de puits,Prix Bas,Mille barils par jour
2017,Alberta,186.5494565,Condensat de puits,Prix Bas,Mille barils par jour
2018,Alberta,216.1318388,Condensat de puits,Prix Bas,Mille barils par jour
2019,Alberta,229.5022233,Condensat de puits,Prix Bas,Mille barils par jour
2020,Alberta,232.6216901,Condensat de puits,Prix Bas,Mille barils par jour
2021,Alberta,233.6181844,Condensat de puits,Prix Bas,Mille barils par jour
2022,Alberta,234.0978876,Condensat de puits,Prix Bas,Mille barils par jour
2023,Alberta,234.9483402,Condensat de puits,Prix Bas,Mille barils par jour
2024,Alberta,236.7990771,Condensat de puits,Prix Bas,Mille barils par jour
2025,Alberta,239.0498933,Condensat de puits,Prix Bas,Mille barils par jour
2026,Alberta,241.4347473,Condensat de puits,Prix Bas,Mille barils par jour
2027,Alberta,242.6253303,Condensat de puits,Prix Bas,Mille barils par jour
2028,Alberta,242.3628317,Condensat de puits,Prix Bas,Mille barils par jour
2029,Alberta,241.613895,Condensat de puits,Prix Bas,Mille barils par jour
2030,Alberta,242.3485547,Condensat de puits,Prix Bas,Mille barils par jour
2031,Alberta,244.6352819,Condensat de puits,Prix Bas,Mille barils par jour
2032,Alberta,246.6742005,Condensat de puits,Prix Bas,Mille barils par jour
2033,Alberta,248.6222152,Condensat de puits,Prix Bas,Mille barils par jour
2034,Alberta,251.3029207,Condensat de puits,Prix Bas,Mille barils par jour
2035,Alberta,253.9542852,Condensat de puits,Prix Bas,Mille barils par jour
2036,Alberta,255.3768448,Condensat de puits,Prix Bas,Mille barils par jour
2037,Alberta,256.5071609,Condensat de puits,Prix Bas,Mille barils par jour
2038,Alberta,258.5016316,Condensat de puits,Prix Bas,Mille barils par jour
2039,Alberta,261.1225942,Condensat de puits,Prix Bas,Mille barils par jour
2040,Alberta,264.0097153,Condensat de puits,Prix Bas,Mille barils par jour
2005,Alberta,626.46408,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2006,Alberta,760.43682,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2007,Alberta,784.33806,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2008,Alberta,721.44006,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2009,Alberta,825.22176,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2010,Alberta,856.9411714,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2011,Alberta,892.5167007,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2012,Alberta,932.2502324,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2013,Alberta,976.0391255,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2014,Alberta,960.1595001,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2015,Alberta,1161.415658,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2016,Alberta,1149.985769,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2017,Alberta,1275.670707,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2018,Alberta,1476.843969,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2019,Alberta,1588.867461,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2020,Alberta,1605.248967,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2021,Alberta,1605.278151,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2022,Alberta,1605.27256,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2023,Alberta,1605.272334,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2024,Alberta,1605.272403,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2025,Alberta,1605.272407,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2026,Alberta,1602.355029,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2027,Alberta,1597.013781,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2028,Alberta,1591.736276,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2029,Alberta,1586.521754,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2030,Alberta,1581.369463,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2031,Alberta,1573.074969,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2032,Alberta,1562.179475,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2033,Alberta,1551.41401,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2034,Alberta,1540.777023,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2035,Alberta,1530.26698,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2036,Alberta,1519.882366,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2037,Alberta,1509.621685,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2038,Alberta,1499.483456,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2039,Alberta,1489.46622,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2040,Alberta,1479.568531,Bitume extrait à  ciel ouvert,Prix Bas,Mille barils par jour
2005,Alberta,438.39906,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2006,Alberta,493.7493,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2007,Alberta,535.89096,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2008,Alberta,583.06446,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2009,Alberta,663.5739,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2010,Alberta,752.4434096,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2011,Alberta,847.3592312,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2012,Alberta,989.9214447,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2013,Alberta,1106.118389,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2014,Alberta,1262.668801,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2015,Alberta,1361.848274,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2016,Alberta,1398.26552,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2017,Alberta,1546.755685,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2018,Alberta,1645.665445,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2019,Alberta,1674.348791,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2020,Alberta,1713.152198,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2021,Alberta,1747.883349,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2022,Alberta,1744.363229,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2023,Alberta,1740.622054,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2024,Alberta,1735.691439,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2025,Alberta,1726.513176,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2026,Alberta,1715.614821,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2027,Alberta,1705.61926,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2028,Alberta,1696.183991,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2029,Alberta,1687.266786,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2030,Alberta,1668.732327,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2031,Alberta,1643.055446,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2032,Alberta,1618.514532,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2033,Alberta,1594.785381,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2034,Alberta,1571.807231,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2035,Alberta,1534.756826,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2036,Alberta,1487.771278,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2037,Alberta,1443.477539,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2038,Alberta,1393.440327,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2039,Alberta,1339.478382,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2040,Alberta,1288.78628,Bitume récupéré in situ,Prix Bas,Mille barils par jour
2005,Alberta,1775.052342,Totale,Prix Bas,Mille barils par jour
2006,Alberta,1942.460913,Totale,Prix Bas,Mille barils par jour
2007,Alberta,1991.451009,Totale,Prix Bas,Mille barils par jour
2008,Alberta,1948.317791,Totale,Prix Bas,Mille barils par jour
2009,Alberta,2081.906216,Totale,Prix Bas,Mille barils par jour
2010,Alberta,2192.960757,Totale,Prix Bas,Mille barils par jour
2011,Alberta,2349.442406,Totale,Prix Bas,Mille barils par jour
2012,Alberta,2594.865106,Totale,Prix Bas,Mille barils par jour
2013,Alberta,2789.541203,Totale,Prix Bas,Mille barils par jour
2014,Alberta,2964.204102,Totale,Prix Bas,Mille barils par jour
2015,Alberta,3237.04796,Totale,Prix Bas,Mille barils par jour
2016,Alberta,3214.929276,Totale,Prix Bas,Mille barils par jour
2017,Alberta,3531.526447,Totale,Prix Bas,Mille barils par jour
2018,Alberta,3865.191646,Totale,Prix Bas,Mille barils par jour
2019,Alberta,4000.266471,Totale,Prix Bas,Mille barils par jour
2020,Alberta,4023.634641,Totale,Prix Bas,Mille barils par jour
2021,Alberta,4030.248763,Totale,Prix Bas,Mille barils par jour
2022,Alberta,4001.702702,Totale,Prix Bas,Mille barils par jour
2023,Alberta,3977.530827,Totale,Prix Bas,Mille barils par jour
2024,Alberta,3956.87116,Totale,Prix Bas,Mille barils par jour
2025,Alberta,3934.99873,Totale,Prix Bas,Mille barils par jour
2026,Alberta,3910.678681,Totale,Prix Bas,Mille barils par jour
2027,Alberta,3884.593865,Totale,Prix Bas,Mille barils par jour
2028,Alberta,3858.104697,Totale,Prix Bas,Mille barils par jour
2029,Alberta,3832.239225,Totale,Prix Bas,Mille barils par jour
2030,Alberta,3798.980106,Totale,Prix Bas,Mille barils par jour
2031,Alberta,3757.625994,Totale,Prix Bas,Mille barils par jour
2032,Alberta,3714.925828,Totale,Prix Bas,Mille barils par jour
2033,Alberta,3673.656892,Totale,Prix Bas,Mille barils par jour
2034,Alberta,3634.666147,Totale,Prix Bas,Mille barils par jour
2035,Alberta,3582.065813,Totale,Prix Bas,Mille barils par jour
2036,Alberta,3518.572974,Totale,Prix Bas,Mille barils par jour
2037,Alberta,3457.885033,Totale,Prix Bas,Mille barils par jour
2038,Alberta,3392.815871,Totale,Prix Bas,Mille barils par jour
2039,Alberta,3324.730791,Totale,Prix Bas,Mille barils par jour
2040,Alberta,3260.608058,Totale,Prix Bas,Mille barils par jour
2005,Saskatchewan,0.606917372,Léger classique,Prix Bas,Mille barils par jour
2006,Saskatchewan,4.275479538,Léger classique,Prix Bas,Mille barils par jour
2007,Saskatchewan,13.1575479,Léger classique,Prix Bas,Mille barils par jour
2008,Saskatchewan,42.2577018,Léger classique,Prix Bas,Mille barils par jour
2009,Saskatchewan,61.01759232,Léger classique,Prix Bas,Mille barils par jour
2010,Saskatchewan,58.04389499,Léger classique,Prix Bas,Mille barils par jour
2011,Saskatchewan,61.08647434,Léger classique,Prix Bas,Mille barils par jour
2012,Saskatchewan,68.96983145,Léger classique,Prix Bas,Mille barils par jour
2013,Saskatchewan,70.20719981,Léger classique,Prix Bas,Mille barils par jour
2014,Saskatchewan,78.26567409,Léger classique,Prix Bas,Mille barils par jour
2015,Saskatchewan,68.30972739,Léger classique,Prix Bas,Mille barils par jour
2016,Saskatchewan,58.20075189,Léger classique,Prix Bas,Mille barils par jour
2017,Saskatchewan,56.63565104,Léger classique,Prix Bas,Mille barils par jour
2018,Saskatchewan,54.96320305,Léger classique,Prix Bas,Mille barils par jour
2019,Saskatchewan,49.65631995,Léger classique,Prix Bas,Mille barils par jour
2020,Saskatchewan,43.04444301,Léger classique,Prix Bas,Mille barils par jour
2021,Saskatchewan,38.04394554,Léger classique,Prix Bas,Mille barils par jour
2022,Saskatchewan,34.15238436,Léger classique,Prix Bas,Mille barils par jour
2023,Saskatchewan,31.26706422,Léger classique,Prix Bas,Mille barils par jour
2024,Saskatchewan,29.14485785,Léger classique,Prix Bas,Mille barils par jour
2025,Saskatchewan,27.53502046,Léger classique,Prix Bas,Mille barils par jour
2026,Saskatchewan,26.29593973,Léger classique,Prix Bas,Mille barils par jour
2027,Saskatchewan,25.27040744,Léger classique,Prix Bas,Mille barils par jour
2028,Saskatchewan,24.37201058,Léger classique,Prix Bas,Mille barils par jour
2029,Saskatchewan,23.58607692,Léger classique,Prix Bas,Mille barils par jour
2030,Saskatchewan,22.89188619,Léger classique,Prix Bas,Mille barils par jour
2031,Saskatchewan,22.27414618,Léger classique,Prix Bas,Mille barils par jour
2032,Saskatchewan,21.7226231,Léger classique,Prix Bas,Mille barils par jour
2033,Saskatchewan,21.22717556,Léger classique,Prix Bas,Mille barils par jour
2034,Saskatchewan,20.77045693,Léger classique,Prix Bas,Mille barils par jour
2035,Saskatchewan,20.3402758,Léger classique,Prix Bas,Mille barils par jour
2036,Saskatchewan,19.93075216,Léger classique,Prix Bas,Mille barils par jour
2037,Saskatchewan,19.55571543,Léger classique,Prix Bas,Mille barils par jour
2038,Saskatchewan,19.19808076,Léger classique,Prix Bas,Mille barils par jour
2039,Saskatchewan,18.85120202,Léger classique,Prix Bas,Mille barils par jour
2040,Saskatchewan,18.51098021,Léger classique,Prix Bas,Mille barils par jour
2005,Saskatchewan,418.4023887,Lourd classique,Prix Bas,Mille barils par jour
2006,Saskatchewan,423.7587496,Lourd classique,Prix Bas,Mille barils par jour
2007,Saskatchewan,414.3662676,Lourd classique,Prix Bas,Mille barils par jour
2008,Saskatchewan,397.0565241,Lourd classique,Prix Bas,Mille barils par jour
2009,Saskatchewan,363.1611751,Lourd classique,Prix Bas,Mille barils par jour
2010,Saskatchewan,364.3505691,Lourd classique,Prix Bas,Mille barils par jour
2011,Saskatchewan,366.2877184,Lourd classique,Prix Bas,Mille barils par jour
2012,Saskatchewan,402.5403846,Lourd classique,Prix Bas,Mille barils par jour
2013,Saskatchewan,414.4898344,Lourd classique,Prix Bas,Mille barils par jour
2014,Saskatchewan,478.7120763,Lourd classique,Prix Bas,Mille barils par jour
2015,Saskatchewan,418.1515745,Lourd classique,Prix Bas,Mille barils par jour
2016,Saskatchewan,401.2512845,Lourd classique,Prix Bas,Mille barils par jour
2017,Saskatchewan,430.095756,Lourd classique,Prix Bas,Mille barils par jour
2018,Saskatchewan,454.9542224,Lourd classique,Prix Bas,Mille barils par jour
2019,Saskatchewan,462.6669388,Lourd classique,Prix Bas,Mille barils par jour
2020,Saskatchewan,452.1203092,Lourd classique,Prix Bas,Mille barils par jour
2021,Saskatchewan,441.6246798,Lourd classique,Prix Bas,Mille barils par jour
2022,Saskatchewan,432.0225807,Lourd classique,Prix Bas,Mille barils par jour
2023,Saskatchewan,422.8109551,Lourd classique,Prix Bas,Mille barils par jour
2024,Saskatchewan,413.2161619,Lourd classique,Prix Bas,Mille barils par jour
2025,Saskatchewan,402.3889146,Lourd classique,Prix Bas,Mille barils par jour
2026,Saskatchewan,391.4675448,Lourd classique,Prix Bas,Mille barils par jour
2027,Saskatchewan,380.8645531,Lourd classique,Prix Bas,Mille barils par jour
2028,Saskatchewan,370.3015315,Lourd classique,Prix Bas,Mille barils par jour
2029,Saskatchewan,359.5182538,Lourd classique,Prix Bas,Mille barils par jour
2030,Saskatchewan,348.9663948,Lourd classique,Prix Bas,Mille barils par jour
2031,Saskatchewan,339.0461577,Lourd classique,Prix Bas,Mille barils par jour
2032,Saskatchewan,329.5793248,Lourd classique,Prix Bas,Mille barils par jour
2033,Saskatchewan,320.0818595,Lourd classique,Prix Bas,Mille barils par jour
2034,Saskatchewan,310.8390471,Lourd classique,Prix Bas,Mille barils par jour
2035,Saskatchewan,301.965609,Lourd classique,Prix Bas,Mille barils par jour
2036,Saskatchewan,292.954367,Lourd classique,Prix Bas,Mille barils par jour
2037,Saskatchewan,285.3082949,Lourd classique,Prix Bas,Mille barils par jour
2038,Saskatchewan,277.9852065,Lourd classique,Prix Bas,Mille barils par jour
2039,Saskatchewan,271.0610756,Lourd classique,Prix Bas,Mille barils par jour
2040,Saskatchewan,264.4274053,Lourd classique,Prix Bas,Mille barils par jour
2005,Saskatchewan,0.579999025,C5+,Prix Bas,Mille barils par jour
2006,Saskatchewan,0.619998958,C5+,Prix Bas,Mille barils par jour
2007,Saskatchewan,0.649998908,C5+,Prix Bas,Mille barils par jour
2008,Saskatchewan,0.739998756,C5+,Prix Bas,Mille barils par jour
2009,Saskatchewan,1.079998185,C5+,Prix Bas,Mille barils par jour
2010,Saskatchewan,0.628978943,C5+,Prix Bas,Mille barils par jour
2011,Saskatchewan,0.628978943,C5+,Prix Bas,Mille barils par jour
2012,Saskatchewan,0.628978943,C5+,Prix Bas,Mille barils par jour
2013,Saskatchewan,0.628978943,C5+,Prix Bas,Mille barils par jour
2014,Saskatchewan,0.628978943,C5+,Prix Bas,Mille barils par jour
2015,Saskatchewan,0.628978943,C5+,Prix Bas,Mille barils par jour
2016,Saskatchewan,0.628978943,C5+,Prix Bas,Mille barils par jour
2017,Saskatchewan,0.602321988,C5+,Prix Bas,Mille barils par jour
2018,Saskatchewan,0.580945024,C5+,Prix Bas,Mille barils par jour
2019,Saskatchewan,0.562377055,C5+,Prix Bas,Mille barils par jour
2020,Saskatchewan,0.543499087,C5+,Prix Bas,Mille barils par jour
2021,Saskatchewan,0.521418124,C5+,Prix Bas,Mille barils par jour
2022,Saskatchewan,0.498082163,C5+,Prix Bas,Mille barils par jour
2023,Saskatchewan,0.4762592,C5+,Prix Bas,Mille barils par jour
2024,Saskatchewan,0.456716233,C5+,Prix Bas,Mille barils par jour
2025,Saskatchewan,0.438189264,C5+,Prix Bas,Mille barils par jour
2026,Saskatchewan,0.420619293,C5+,Prix Bas,Mille barils par jour
2027,Saskatchewan,0.403919321,C5+,Prix Bas,Mille barils par jour
2028,Saskatchewan,0.388033348,C5+,Prix Bas,Mille barils par jour
2029,Saskatchewan,0.372914373,C5+,Prix Bas,Mille barils par jour
2030,Saskatchewan,0.358555397,C5+,Prix Bas,Mille barils par jour
2031,Saskatchewan,0.34489642,C5+,Prix Bas,Mille barils par jour
2032,Saskatchewan,0.331893442,C5+,Prix Bas,Mille barils par jour
2033,Saskatchewan,0.319505463,C5+,Prix Bas,Mille barils par jour
2034,Saskatchewan,0.307704483,C5+,Prix Bas,Mille barils par jour
2035,Saskatchewan,0.296426502,C5+,Prix Bas,Mille barils par jour
2036,Saskatchewan,0.28562552,C5+,Prix Bas,Mille barils par jour
2037,Saskatchewan,0.275318537,C5+,Prix Bas,Mille barils par jour
2038,Saskatchewan,0.265485554,C5+,Prix Bas,Mille barils par jour
2039,Saskatchewan,0.25608757,C5+,Prix Bas,Mille barils par jour
2040,Saskatchewan,0.247101585,C5+,Prix Bas,Mille barils par jour
2005,Saskatchewan,419.5893051,Totale,Prix Bas,Mille barils par jour
2006,Saskatchewan,428.6542281,Totale,Prix Bas,Mille barils par jour
2007,Saskatchewan,428.1738144,Totale,Prix Bas,Mille barils par jour
2008,Saskatchewan,440.0542247,Totale,Prix Bas,Mille barils par jour
2009,Saskatchewan,425.2587656,Totale,Prix Bas,Mille barils par jour
2010,Saskatchewan,423.0234431,Totale,Prix Bas,Mille barils par jour
2011,Saskatchewan,428.0031717,Totale,Prix Bas,Mille barils par jour
2012,Saskatchewan,472.1391949,Totale,Prix Bas,Mille barils par jour
2013,Saskatchewan,485.3260132,Totale,Prix Bas,Mille barils par jour
2014,Saskatchewan,557.6067293,Totale,Prix Bas,Mille barils par jour
2015,Saskatchewan,487.0902808,Totale,Prix Bas,Mille barils par jour
2016,Saskatchewan,460.0810153,Totale,Prix Bas,Mille barils par jour
2017,Saskatchewan,487.333729,Totale,Prix Bas,Mille barils par jour
2018,Saskatchewan,510.4983705,Totale,Prix Bas,Mille barils par jour
2019,Saskatchewan,512.8856358,Totale,Prix Bas,Mille barils par jour
2020,Saskatchewan,495.7082513,Totale,Prix Bas,Mille barils par jour
2021,Saskatchewan,480.1900434,Totale,Prix Bas,Mille barils par jour
2022,Saskatchewan,466.6730472,Totale,Prix Bas,Mille barils par jour
2023,Saskatchewan,454.5542785,Totale,Prix Bas,Mille barils par jour
2024,Saskatchewan,442.817736,Totale,Prix Bas,Mille barils par jour
2025,Saskatchewan,430.3621244,Totale,Prix Bas,Mille barils par jour
2026,Saskatchewan,418.1841038,Totale,Prix Bas,Mille barils par jour
2027,Saskatchewan,406.5388799,Totale,Prix Bas,Mille barils par jour
2028,Saskatchewan,395.0615755,Totale,Prix Bas,Mille barils par jour
2029,Saskatchewan,383.4772451,Totale,Prix Bas,Mille barils par jour
2030,Saskatchewan,372.2168364,Totale,Prix Bas,Mille barils par jour
2031,Saskatchewan,361.6652003,Totale,Prix Bas,Mille barils par jour
2032,Saskatchewan,351.6338414,Totale,Prix Bas,Mille barils par jour
2033,Saskatchewan,341.6285405,Totale,Prix Bas,Mille barils par jour
2034,Saskatchewan,331.9172085,Totale,Prix Bas,Mille barils par jour
2035,Saskatchewan,322.6023113,Totale,Prix Bas,Mille barils par jour
2036,Saskatchewan,313.1707446,Totale,Prix Bas,Mille barils par jour
2037,Saskatchewan,305.1393289,Totale,Prix Bas,Mille barils par jour
2038,Saskatchewan,297.4487728,Totale,Prix Bas,Mille barils par jour
2039,Saskatchewan,290.1683652,Totale,Prix Bas,Mille barils par jour
2040,Saskatchewan,283.1854871,Totale,Prix Bas,Mille barils par jour
2005,Manitoba,13.85948082,Léger classique,Prix Bas,Mille barils par jour
2006,Manitoba,21.37375772,Léger classique,Prix Bas,Mille barils par jour
2007,Manitoba,22.21249728,Léger classique,Prix Bas,Mille barils par jour
2008,Manitoba,23.56525985,Léger classique,Prix Bas,Mille barils par jour
2009,Manitoba,25.89023048,Léger classique,Prix Bas,Mille barils par jour
2010,Manitoba,29.96262383,Léger classique,Prix Bas,Mille barils par jour
2011,Manitoba,40.64639534,Léger classique,Prix Bas,Mille barils par jour
2012,Manitoba,50.91319212,Léger classique,Prix Bas,Mille barils par jour
2013,Manitoba,51.97096142,Léger classique,Prix Bas,Mille barils par jour
2014,Manitoba,48.94313944,Léger classique,Prix Bas,Mille barils par jour
2015,Manitoba,45.80733601,Léger classique,Prix Bas,Mille barils par jour
2016,Manitoba,40.13520478,Léger classique,Prix Bas,Mille barils par jour
2017,Manitoba,36.67468751,Léger classique,Prix Bas,Mille barils par jour
2018,Manitoba,33.77537851,Léger classique,Prix Bas,Mille barils par jour
2019,Manitoba,30.355836,Léger classique,Prix Bas,Mille barils par jour
2020,Manitoba,26.84236166,Léger classique,Prix Bas,Mille barils par jour
2021,Manitoba,23.88475,Léger classique,Prix Bas,Mille barils par jour
2022,Manitoba,21.38429984,Léger classique,Prix Bas,Mille barils par jour
2023,Manitoba,19.27843056,Léger classique,Prix Bas,Mille barils par jour
2024,Manitoba,17.41167024,Léger classique,Prix Bas,Mille barils par jour
2025,Manitoba,15.69776849,Léger classique,Prix Bas,Mille barils par jour
2026,Manitoba,14.25314321,Léger classique,Prix Bas,Mille barils par jour
2027,Manitoba,13.04411317,Léger classique,Prix Bas,Mille barils par jour
2028,Manitoba,11.97594604,Léger classique,Prix Bas,Mille barils par jour
2029,Manitoba,11.0274486,Léger classique,Prix Bas,Mille barils par jour
2030,Manitoba,10.18002692,Léger classique,Prix Bas,Mille barils par jour
2031,Manitoba,9.417812431,Léger classique,Prix Bas,Mille barils par jour
2032,Manitoba,8.731808155,Léger classique,Prix Bas,Mille barils par jour
2033,Manitoba,8.11475068,Léger classique,Prix Bas,Mille barils par jour
2034,Manitoba,7.558278516,Léger classique,Prix Bas,Mille barils par jour
2035,Manitoba,7.055837661,Léger classique,Prix Bas,Mille barils par jour
2036,Manitoba,6.582597505,Léger classique,Prix Bas,Mille barils par jour
2037,Manitoba,6.053257605,Léger classique,Prix Bas,Mille barils par jour
2038,Manitoba,5.552422275,Léger classique,Prix Bas,Mille barils par jour
2039,Manitoba,5.146614967,Léger classique,Prix Bas,Mille barils par jour
2040,Manitoba,4.78993762,Léger classique,Prix Bas,Mille barils par jour
2005,Manitoba,13.85948082,Totale,Prix Bas,Mille barils par jour
2006,Manitoba,21.37375772,Totale,Prix Bas,Mille barils par jour
2007,Manitoba,22.21249728,Totale,Prix Bas,Mille barils par jour
2008,Manitoba,23.56525985,Totale,Prix Bas,Mille barils par jour
2009,Manitoba,25.89023048,Totale,Prix Bas,Mille barils par jour
