Case,Region,Variable_French,Type,Year,Value,,
Avancées technologiques,Colombie-Britannique,Biomasse / géothermique,Combustible Principal,2033,5682.858,,
Avancées technologiques,Colombie-Britannique,Biomasse / géothermique,Combustible Principal,2034,5678.824,,
Avancées technologiques,Colombie-Britannique,Biomasse / géothermique,Combustible Principal,2035,5679.245,,
Avancées technologiques,Colombie-Britannique,Biomasse / géothermique,Combustible Principal,2036,5688.753,,
Avancées technologiques,Colombie-Britannique,Biomasse / géothermique,Combustible Principal,2037,5692.044,,
Avancées technologiques,Colombie-Britannique,Biomasse / géothermique,Combustible Principal,2038,5701.188,,
Avancées technologiques,Colombie-Britannique,Biomasse / géothermique,Combustible Principal,2039,5714.832,,
Avancées technologiques,Colombie-Britannique,Biomasse / géothermique,Combustible Principal,2040,5731.098,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2005,27.33,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2006,32,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2007,27,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2008,38,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2009,0,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2010,0,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2011,0,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2012,39,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2013,42,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2014,64.4,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2015,61.3,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2016,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2017,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2018,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2019,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2020,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2021,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2022,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2023,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2024,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2025,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2026,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2027,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2028,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2029,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2030,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2031,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2032,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2033,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2034,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2035,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2036,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2037,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2038,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2039,71.6,,
Avancées technologiques,Manitoba,Biomasse / géothermique,Combustible Principal,2040,71.6,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2005,610,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2006,610,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2007,562,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2008,647,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2009,576,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2010,585,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2011,569,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2012,578.9999,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2013,558,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2014,474.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2015,308.3,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2016,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2017,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2018,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2019,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2020,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2021,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2022,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2023,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2024,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2025,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2026,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2027,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2028,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2029,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2030,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2031,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2032,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2033,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2034,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2035,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2036,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2037,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2038,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2039,334.7,,
Avancées technologiques,Nouveau-Brunswick,Biomasse / géothermique,Combustible Principal,2040,334.7,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2005,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2006,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2007,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2008,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2009,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2010,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2011,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2012,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2013,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2014,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2015,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2016,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2017,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2018,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2019,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2020,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2021,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2022,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2023,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2024,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2025,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2026,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2027,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2028,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2029,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2030,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2031,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2032,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2033,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2034,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2035,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2036,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2037,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2038,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2039,0,,
Avancées technologiques,Terre-Neuve-et-Labrador,Biomasse / géothermique,Combustible Principal,2040,0,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2005,318,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2006,318,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2007,318,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2008,322,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2009,245,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2010,378,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2011,363,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2012,387,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2013,331,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2014,253.9,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2015,413.5,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2016,376.4,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2017,335.9337,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2018,335.9301,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2019,338.4188,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2020,333.118,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2021,333.1143,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2022,334.5888,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2023,359.4897,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2024,359.4887,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2025,359.4888,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2026,356.2257,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2027,352.0694,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2028,348.438,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2029,328.5555,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2030,319.3262,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2031,317.4435,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2032,317.2163,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2033,317.904,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2034,317.9236,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2035,317.877,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2036,317.8288,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2037,317.8922,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2038,317.4318,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2039,317.7102,,
Avancées technologiques,Nouvelle-écosse,Biomasse / géothermique,Combustible Principal,2040,318.054,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2005,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2006,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2007,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2008,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2009,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2010,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2011,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2012,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2013,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2014,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2015,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2016,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2017,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2018,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2019,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2020,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2021,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2022,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2023,0,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2024,16.2847,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2025,15.8366,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2026,15.2143,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2027,14.7038,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2028,14.1417,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2029,12.7736,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2030,12.2355,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2031,11.6833,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2032,11.0621,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2033,10.5718,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2034,10.1333,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2035,9.6325,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2036,9.1835,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2037,8.7898,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2038,8.4702,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2039,8.169,,
Avancées technologiques,Northwest Territories ,Biomasse / géothermique,Combustible Principal,2040,7.8404,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2005,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2006,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2007,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2008,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2009,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2010,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2011,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2012,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2013,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2014,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2015,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2016,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2017,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2018,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2019,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2020,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2021,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2022,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2023,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2024,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2025,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2026,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2027,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2028,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2029,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2030,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2031,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2032,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2033,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2034,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2035,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2036,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2037,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2038,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2039,0,,
Avancées technologiques,Nunavut,Biomasse / géothermique,Combustible Principal,2040,0,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2005,807.5286,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2006,733.5052,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2007,598.9518,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2008,484.0435,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2009,657.0537,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2010,735.0962,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2011,607.886,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2012,672.8578,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2013,586.3386,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2014,1429.387,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2015,1031.453,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2016,1237.053,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2017,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2018,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2019,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2020,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2021,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2022,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2023,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2024,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2025,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2026,1093.216,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2027,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2028,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2029,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2030,1093.216,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2031,1093.216,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2032,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2033,1093.216,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2034,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2035,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2036,1093.216,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2037,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2038,1093.215,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2039,1093.216,,
Avancées technologiques,Ontario,Biomasse / géothermique,Combustible Principal,2040,1093.215,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2005,0,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2006,0,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2007,0,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2008,5,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2009,5,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2010,5,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2011,5,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2012,5,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2013,5,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2014,2.5,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2015,2.6,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2016,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2017,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2018,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2019,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2020,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2021,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2022,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2023,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2024,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2025,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2026,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2027,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2028,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2029,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2030,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2031,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2032,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2033,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2034,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2035,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2036,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2037,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2038,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2039,2.7,,
Avancées technologiques,Île-du-Prince-Édouard,Biomasse / géothermique,Combustible Principal,2040,2.7,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2005,646,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2006,646,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2007,646,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2008,439,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2009,550,,
Avancées technologiques,Québec,Biomasse / géothermique,Combustible Principal,2010,843.9148,,
