Case,Region,Variable_English,Type,Year,Value,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2027,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2028,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2029,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2030,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2031,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2032,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2033,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2034,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2035,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2036,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2037,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2038,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2039,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2040,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2005,2922,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2006,2928,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2007,2914,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2008,3010,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2009,2955,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2010,2290,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2011,2579,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2012,2076,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2013,2470,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2014,2906,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2015,1958,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2016,2544,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2017,2469.172,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2018,2487.162,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2019,1038.948,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2020,1025.693,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2021,1005.205,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2022,313.9626,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2023,96.3889,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2024,66.3399,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2025,28.8341,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2026,3.5271,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2027,12.9521,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2028,3.7318,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2029,3.5271,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2030,3.1993,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2031,1.3469,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2032,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2033,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2034,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2035,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2036,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2037,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2038,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2039,0,,
Technology,New Brunswick,Coal & Coke,Primary Fuel,2040,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2005,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2006,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2007,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2008,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2009,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2010,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2011,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2012,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2013,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2014,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2015,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2016,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2017,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2018,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2019,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2020,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2021,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2022,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2023,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2024,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2025,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2026,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2027,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2028,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2029,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2030,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2031,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2032,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2033,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2034,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2035,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2036,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2037,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2038,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2039,0,,
Technology,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2040,0,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2005,6768,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2006,6558,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2007,7208,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2008,7793,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2009,6961,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2010,6792,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2011,6016,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2012,5393,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2013,5503,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2014,5540,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2015,6044,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2016,5915,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2017,4685.48,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2018,4685.525,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2019,4113.335,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2020,2668.881,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2021,2295.766,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2022,2128.449,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2023,1703.087,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2024,1513.771,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2025,1581.919,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2026,1335.445,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2027,1082.688,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2028,838.7022,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2029,677.2587,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2030,562.8396,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2031,468.3965,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2032,486.185,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2033,360.9551,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2034,320.1303,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2035,251.7254,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2036,204.1215,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2037,169.3983,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2038,139.2027,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2039,16.8617,,
Technology,Nova Scotia,Coal & Coke,Primary Fuel,2040,14.5494,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2005,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2006,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2007,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2008,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2009,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2010,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2011,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2012,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2013,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2014,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2015,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2016,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2017,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2018,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2019,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2020,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2021,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2022,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2023,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2024,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2025,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2026,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2027,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2028,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2029,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2030,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2031,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2032,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2033,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2034,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2035,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2036,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2037,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2038,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2039,0,,
Technology,Northwest Territories ,Coal & Coke,Primary Fuel,2040,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2005,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2006,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2007,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2008,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2009,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2010,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2011,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2012,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2013,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2014,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2015,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2016,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2017,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2018,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2019,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2020,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2021,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2022,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2023,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2024,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2025,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2026,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2027,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2028,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2029,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2030,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2031,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2032,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2033,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2034,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2035,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2036,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2037,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2038,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2039,0,,
Technology,Nunavut,Coal & Coke,Primary Fuel,2040,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2005,43254.69,,
Technology,Ontario,Coal & Coke,Primary Fuel,2006,43790.66,,
Technology,Ontario,Coal & Coke,Primary Fuel,2007,27468.72,,
Technology,Ontario,Coal & Coke,Primary Fuel,2008,22638.21,,
Technology,Ontario,Coal & Coke,Primary Fuel,2009,10461.15,,
Technology,Ontario,Coal & Coke,Primary Fuel,2010,10336.62,,
Technology,Ontario,Coal & Coke,Primary Fuel,2011,4329.339,,
Technology,Ontario,Coal & Coke,Primary Fuel,2012,3596.735,,
Technology,Ontario,Coal & Coke,Primary Fuel,2013,2742.243,,
Technology,Ontario,Coal & Coke,Primary Fuel,2014,94.8114,,
Technology,Ontario,Coal & Coke,Primary Fuel,2015,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2016,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2017,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2018,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2019,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2020,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2021,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2022,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2023,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2024,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2025,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2026,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2027,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2028,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2029,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2030,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2031,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2032,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2033,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2034,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2035,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2036,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2037,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2038,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2039,0,,
Technology,Ontario,Coal & Coke,Primary Fuel,2040,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2005,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2006,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2007,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2008,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2009,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2010,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2011,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2012,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2013,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2014,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2015,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2016,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2017,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2018,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2019,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2020,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2021,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2022,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2023,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2024,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2025,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2026,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2027,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2028,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2029,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2030,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2031,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2032,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2033,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2034,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2035,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2036,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2037,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2038,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2039,0,,
Technology,Prince Edward Island,Coal & Coke,Primary Fuel,2040,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2005,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2006,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2007,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2008,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2009,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2010,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2011,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2012,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2013,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2014,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2015,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2016,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2017,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2018,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2019,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2020,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2021,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2022,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2023,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2024,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2025,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2026,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2027,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2028,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2029,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2030,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2031,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2032,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2033,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2034,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2035,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2036,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2037,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2038,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2039,0,,
Technology,Quebec,Coal & Coke,Primary Fuel,2040,0,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2005,13157.72,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2006,12734.72,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2007,13706.72,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2008,14055.07,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2009,14446.21,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2010,13510.41,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2011,13181.21,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2012,13089.82,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2013,13578.27,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2014,11726.75,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2015,12011.48,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2016,12054.67,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2017,10490.74,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2018,10512.12,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2019,10011.44,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2020,9902.115,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2021,9158.484,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2022,7061.756,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2023,4983.948,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2024,3535.091,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2025,2931.613,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2026,1498.138,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2027,764.2156,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2028,0,,
Technology,Saskatchewan,Coal & Coke,Primary Fuel,2029,0,,
