Case,Region,Variable_English,Type,Year,Value,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2010,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2011,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2012,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2013,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2014,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2015,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2016,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2017,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2018,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2019,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2020,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2021,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2022,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2023,0,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2024,16.2847,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2025,15.8366,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2026,15.2143,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2027,14.7038,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2028,14.1417,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2029,12.7736,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2030,12.2355,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2031,11.6833,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2032,11.0621,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2033,10.5718,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2034,10.1333,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2035,9.6325,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2036,9.1835,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2037,8.7898,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2038,8.4702,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2039,8.169,,
Technology,Northwest Territories ,Biomass / Geothermal,Primary Fuel,2040,7.8404,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2005,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2006,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2007,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2008,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2009,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2010,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2011,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2012,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2013,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2014,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2015,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2016,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2017,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2018,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2019,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2020,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2021,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2022,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2023,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2024,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2025,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2026,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2027,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2028,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2029,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2030,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2031,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2032,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2033,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2034,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2035,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2036,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2037,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2038,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2039,0,,
Technology,Nunavut,Biomass / Geothermal,Primary Fuel,2040,0,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2005,807.5286,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2006,733.5052,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2007,598.9518,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2008,484.0435,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2009,657.0537,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2010,735.0962,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2011,607.886,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2012,672.8578,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2013,586.3386,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2014,1429.387,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2015,1031.453,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2016,1237.053,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2017,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2018,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2019,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2020,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2021,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2022,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2023,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2024,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2025,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2026,1093.216,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2027,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2028,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2029,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2030,1093.216,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2031,1093.216,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2032,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2033,1093.216,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2034,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2035,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2036,1093.216,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2037,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2038,1093.215,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2039,1093.216,,
Technology,Ontario,Biomass / Geothermal,Primary Fuel,2040,1093.215,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2005,0,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2006,0,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2007,0,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2008,5,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2009,5,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2010,5,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2011,5,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2012,5,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2013,5,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2014,2.5,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2015,2.6,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2016,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2017,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2018,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2019,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2020,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2021,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2022,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2023,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2024,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2025,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2026,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2027,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2028,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2029,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2030,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2031,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2032,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2033,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2034,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2035,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2036,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2037,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2038,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2039,2.7,,
Technology,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2040,2.7,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2005,646,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2006,646,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2007,646,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2008,439,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2009,550,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2010,843.9148,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2011,1088.819,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2012,1232.854,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2013,1613.835,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2014,943.5151,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2015,916.6113,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2016,1379.165,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2017,1321.478,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2018,1432.906,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2019,1559.05,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2020,1559.052,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2021,1559.05,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2022,1685.195,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2023,1685.195,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2024,1685.195,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2025,1685.195,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2026,1811.339,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2027,1811.339,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2028,1811.338,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2029,1811.339,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2030,1853.387,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2031,1853.387,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2032,1853.386,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2033,1853.386,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2034,1853.386,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2035,1853.386,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2036,1853.388,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2037,1853.387,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2038,1853.387,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2039,1853.386,,
Technology,Quebec,Biomass / Geothermal,Primary Fuel,2040,1853.386,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2005,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2006,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2007,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2008,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2009,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2010,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2011,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2012,22,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2013,117,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2014,113,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2015,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2016,0,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2017,438.0091,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2018,438.0091,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2019,438.0089,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2020,437.9988,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2021,438.001,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2022,437.9999,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2023,438.0002,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2024,438.0001,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2025,437.9988,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2026,437.9997,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2027,438.0001,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2028,438.0005,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2029,438.0001,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2030,438,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2031,438.0001,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2032,438.0001,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2033,437.9998,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2034,433.7781,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2035,428.1722,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2036,426.1893,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2037,418.5568,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2038,393.5708,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2039,385.4404,,
Technology,Saskatchewan,Biomass / Geothermal,Primary Fuel,2040,376.1697,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2005,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2006,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2007,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2008,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2009,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2010,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2011,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2012,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2013,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2014,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2015,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2016,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2017,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2018,0,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2019,3.8464,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2020,4.0931,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2021,3.5794,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2022,3.2338,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2023,18.909,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2024,18.6938,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2025,17.1346,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2026,16.9559,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2027,16.8143,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2028,16.7057,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2029,14.8254,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2030,14.4404,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2031,14.2878,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2032,14.1481,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2033,13.9716,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2034,13.2965,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2035,13.1624,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2036,12.9575,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2037,12.562,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2038,12.3938,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2039,12.2368,,
Technology,Yukon ,Biomass / Geothermal,Primary Fuel,2040,12.0751,,
Technology,Canada,Coal & Coke,Primary Fuel,2005,109770.3573,,
Technology,Canada,Coal & Coke,Primary Fuel,2006,110119.0243,,
Technology,Canada,Coal & Coke,Primary Fuel,2007,95220.26,,
Technology,Canada,Coal & Coke,Primary Fuel,2008,89680.8949,,
Technology,Canada,Coal & Coke,Primary Fuel,2009,75576.9751,,
Technology,Canada,Coal & Coke,Primary Fuel,2010,73985.7031,,
Technology,Canada,Coal & Coke,Primary Fuel,2011,65013.3234,,
Technology,Canada,Coal & Coke,Primary Fuel,2012,61476.8458,,
Technology,Canada,Coal & Coke,Primary Fuel,2013,62818.115,,
Technology,Canada,Coal & Coke,Primary Fuel,2014,63743.8882,,
Technology,Canada,Coal & Coke,Primary Fuel,2015,60593.4303,,
Technology,Canada,Coal & Coke,Primary Fuel,2016,59542.0092,,
Technology,Canada,Coal & Coke,Primary Fuel,2017,59118.5915,,
Technology,Canada,Coal & Coke,Primary Fuel,2018,57551.3365,,
Technology,Canada,Coal & Coke,Primary Fuel,2019,55314.6325,,
Technology,Canada,Coal & Coke,Primary Fuel,2020,48818.669,,
Technology,Canada,Coal & Coke,Primary Fuel,2021,43625.945,,
Technology,Canada,Coal & Coke,Primary Fuel,2022,35698.8676,,
Technology,Canada,Coal & Coke,Primary Fuel,2023,25860.5339,,
Technology,Canada,Coal & Coke,Primary Fuel,2024,21935.2419,,
Technology,Canada,Coal & Coke,Primary Fuel,2025,20115.0061,,
Technology,Canada,Coal & Coke,Primary Fuel,2026,15503.7401,,
Technology,Canada,Coal & Coke,Primary Fuel,2027,14340.7157,,
Technology,Canada,Coal & Coke,Primary Fuel,2028,9143.082,,
Technology,Canada,Coal & Coke,Primary Fuel,2029,7299.2438,,
Technology,Canada,Coal & Coke,Primary Fuel,2030,566.0389,,
Technology,Canada,Coal & Coke,Primary Fuel,2031,469.7434,,
Technology,Canada,Coal & Coke,Primary Fuel,2032,486.185,,
Technology,Canada,Coal & Coke,Primary Fuel,2033,360.9551,,
Technology,Canada,Coal & Coke,Primary Fuel,2034,320.1303,,
Technology,Canada,Coal & Coke,Primary Fuel,2035,251.7254,,
Technology,Canada,Coal & Coke,Primary Fuel,2036,204.1215,,
Technology,Canada,Coal & Coke,Primary Fuel,2037,169.3983,,
Technology,Canada,Coal & Coke,Primary Fuel,2038,139.2027,,
Technology,Canada,Coal & Coke,Primary Fuel,2039,16.8617,,
Technology,Canada,Coal & Coke,Primary Fuel,2040,14.5494,,
Technology,Alberta,Coal & Coke,Primary Fuel,2005,43254.69,,
Technology,Alberta,Coal & Coke,Primary Fuel,2006,43790.66,,
Technology,Alberta,Coal & Coke,Primary Fuel,2007,43541.85,,
Technology,Alberta,Coal & Coke,Primary Fuel,2008,41804.43,,
Technology,Alberta,Coal & Coke,Primary Fuel,2009,40615.83,,
Technology,Alberta,Coal & Coke,Primary Fuel,2010,41013.1,,
Technology,Alberta,Coal & Coke,Primary Fuel,2011,38859,,
Technology,Alberta,Coal & Coke,Primary Fuel,2012,37270.75,,
Technology,Alberta,Coal & Coke,Primary Fuel,2013,38460.42,,
Technology,Alberta,Coal & Coke,Primary Fuel,2014,43408.71,,
Technology,Alberta,Coal & Coke,Primary Fuel,2015,40524.11,,
Technology,Alberta,Coal & Coke,Primary Fuel,2016,39000.37,,
Technology,Alberta,Coal & Coke,Primary Fuel,2017,41445.23,,
Technology,Alberta,Coal & Coke,Primary Fuel,2018,39838.56,,
Technology,Alberta,Coal & Coke,Primary Fuel,2019,40122.94,,
Technology,Alberta,Coal & Coke,Primary Fuel,2020,35221.98,,
Technology,Alberta,Coal & Coke,Primary Fuel,2021,31166.49,,
Technology,Alberta,Coal & Coke,Primary Fuel,2022,26194.7,,
Technology,Alberta,Coal & Coke,Primary Fuel,2023,19077.11,,
Technology,Alberta,Coal & Coke,Primary Fuel,2024,16820.04,,
Technology,Alberta,Coal & Coke,Primary Fuel,2025,15572.64,,
Technology,Alberta,Coal & Coke,Primary Fuel,2026,12666.63,,
Technology,Alberta,Coal & Coke,Primary Fuel,2027,12480.86,,
Technology,Alberta,Coal & Coke,Primary Fuel,2028,8300.648,,
Technology,Alberta,Coal & Coke,Primary Fuel,2029,6618.458,,
Technology,Alberta,Coal & Coke,Primary Fuel,2030,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2031,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2032,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2033,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2034,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2035,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2036,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2037,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2038,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2039,0,,
Technology,Alberta,Coal & Coke,Primary Fuel,2040,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2005,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2006,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2007,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2008,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2009,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2010,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2011,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2012,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2013,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2014,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2015,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2016,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2017,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2018,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2019,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2020,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2021,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2022,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2023,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2024,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2025,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2026,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2027,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2028,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2029,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2030,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2031,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2032,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2033,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2034,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2035,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2036,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2037,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2038,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2039,0,,
Technology,British Columbia,Coal & Coke,Primary Fuel,2040,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2005,413.2573,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2006,316.9843,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2007,380.97,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2008,380.1849,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2009,137.7851,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2010,43.5731,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2011,48.7744,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2012,50.5408,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2013,64.182,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2014,67.6168,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2015,55.8403,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2016,27.9692,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2017,27.9695,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2018,27.9695,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2019,27.9695,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2020,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2021,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2022,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2023,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2024,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2025,0,,
Technology,Manitoba,Coal & Coke,Primary Fuel,2026,0,,
